Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1
0,0.7078023561139539,0,3.0,2,1,3,0,46.0,4.0,1.0,2.0,-0.19225109564625067,-1.4268583411935547,0.048625342393763316,2.0488458870171815
0,0.9572903378882359,0,4.0,0,1,3,0,36.0,4.0,2.0,3.0,1.8502286959036678,-0.14333944130520593,0.048625342393763316,0.7299301011318928
0,0.832546347001095,0,2.0,3,1,3,0,42.0,4.0,2.0,2.0,-1.3293764214721424,-1.4268583411935547,0.5172805826289317,1.0995625506793623
0,0.832546347001095,0,1.0,0,1,4,0,38.0,4.0,3.0,3.0,-1.1336226782874363,-0.2954965575443601,0.1764404079124456,-0.7528000658028426
0,-0.7891255345317383,0,4.0,2,0,4,0,24.0,4.0,2.0,2.0,1.1950061289603,0.9610267249467194,0.3042554734311279,1.2087721380456602
0,0.45831437433967187,1,1.0,0,0,0,0,43.0,6.0,1.0,2.0,0.408947927417864,-1.4268583411935547,0.3042554734311279,-0.16054807277791985
0,-0.1654055800960332,0,1.0,3,0,4,0,32.0,3.0,1.0,3.0,-0.5361117140112607,0.2542323785454872,0.21904542975200636,-0.18995065399192315
0,-0.7891255345317383,1,3.0,0,0,1,0,20.0,5.0,2.0,2.0,0.1460476932561874,0.4235685240374491,0.13383538607288484,-1.114031777860597
0,-1.2881014980803023,0,3.0,2,0,1,0,25.0,6.0,2.0,4.0,-0.4309272352689618,1.6616857037576631,0.3894655171102494,-0.2865591351236482
0,1.9552422649853642,0,0.0,5,1,0,0,36.0,3.0,3.0,3.0,1.4613095570921169,1.1733104435707007,0.4320705389498102,1.3221820941568152
0,-1.4128454889674433,1,3.0,0,0,1,0,36.0,4.0,1.0,4.0,0.30315774997436595,1.027288694921835,0.7729107136662963,-0.48817683487681357
0,0.08408240167824883,1,2.0,5,1,0,0,35.0,4.0,2.0,3.0,-0.9418190309549468,-1.4268583411935547,0.7729107136662963,-0.3579654037862276
0,-0.7891255345317383,0,4.0,0,0,0,0,27.0,5.0,3.0,0.0,-1.426568661881111,-0.37157511566393714,0.7303056918267355,0.6375219887450254
0,-0.1654055800960332,1,4.0,3,0,0,0,36.0,5.0,2.0,3.0,-0.2824684493915998,1.2714763250153163,0.6877006699871747,0.7215293636421776
1,0.20882639256538985,0,2.0,5,0,3,0,32.0,1.0,2.0,4.0,1.177346282323127,1.3561443977612972,-1.1869202909534988,0.5787168263170188
0,1.581010292323941,0,1.0,0,1,4,0,53.0,6.0,2.0,2.0,1.976912561144874,-1.4268583411935547,0.21904542975200636,-0.35376503504136997
0,-0.29014957098317423,0,4.0,3,0,2,0,28.0,4.0,2.0,2.0,-0.7334238057499443,-0.34948779233889865,0.09123036423332408,-0.6477908471814023
0,-1.0386135163060204,0,3.0,1,0,3,0,32.0,3.0,2.0,3.0,-0.041803979464357495,-0.8501337877064381,0.5172805826289317,-0.45457388491795264
0,-0.41489356187031523,0,5.0,0,0,2,0,35.0,4.0,3.0,0.0,1.4740892872946387,-0.2169638523886676,0.21904542975200636,0.15867995183125813
0,-1.9118214525160075,1,0.0,0,0,0,0,36.0,4.0,2.0,2.0,-0.8398529868897947,-1.4268583411935547,0.34686049527068863,-0.803204490741134
0,0.45831437433967187,1,3.0,4,1,0,0,39.0,6.0,1.0,3.0,0.6463121377888955,-1.4268583411935547,-0.20700478864360125,1.4985975814408348
0,-0.1654055800960332,1,2.0,5,1,0,0,37.0,4.0,2.0,4.0,1.7452829911389867,-1.4268583411935547,-0.33481985416228355,1.0659596007205012
0,-0.1654055800960332,0,5.0,5,0,2,0,37.0,3.0,1.0,3.0,1.1280475189117267,-0.018177942463321054,0.0060203205542025545,-0.0051344292181887035
1,0.08408240167824883,0,5.0,5,1,3,0,37.0,3.0,4.0,4.0,1.326120805991659,1.6616857037576631,-1.7833905967073496,-2.1053188016469924
0,0.33357038345253087,0,4.0,0,1,3,0,36.0,5.0,1.0,3.0,-1.0936151467113393,0.4333851121819106,0.4320705389498102,0.13347773936211246
1,-0.41489356187031523,1,3.0,2,0,0,0,30.0,1.0,3.0,4.0,-0.18662312329391073,0.4211143770013337,-0.8886851380765735,-1.4164583274903448
0,-0.41489356187031523,0,1.0,0,1,2,1,31.0,4.0,3.0,3.0,1.666151265155758,0.008817674933948232,0.34686049527068863,0.2846910141769865
0,0.20882639256538985,0,4.0,4,0,3,0,40.0,3.0,2.0,2.0,-0.4963451477673918,0.12907087970360231,-0.03658470128535821,4.497660865269166
1,1.581010292323941,0,1.0,2,1,1,1,49.0,3.0,2.0,2.0,1.140518789600063,-1.4268583411935547,-0.7182650507183304,-1.2610446839306133
0,0.08408240167824883,1,2.0,0,1,0,0,32.0,6.0,1.0,3.0,-0.837703300690434,-0.40716024768761033,0.13383538607288484,-0.5511823660496777
0,0.20882639256538985,0,2.0,0,0,3,0,37.0,4.0,3.0,3.0,0.20378338305868623,-1.4268583411935547,0.1764404079124456,0.23848695798355277
1,0.832546347001095,1,3.0,0,1,1,0,40.0,6.0,3.0,2.0,-1.2959199770299819,-1.4268583411935547,-0.9312901599161342,-1.1728369402886036
1,0.832546347001095,1,2.0,0,1,1,0,36.0,2.0,3.0,2.0,-1.0107310646743355,-1.4268583411935547,-1.3999454001513025,0.27629027668727124
0,-0.7891255345317383,1,2.0,0,0,0,0,34.0,3.0,3.0,3.0,-0.14578041358748614,1.0002930775245658,0.26165045159156713,0.2636891704526984
1,-0.5396375527574563,1,3.0,4,1,0,0,18.0,5.0,3.0,4.0,0.4968533169472713,-1.4268583411935547,-1.144315269113938,-1.6894822959060893
0,0.45831437433967187,0,2.0,5,0,2,0,43.0,6.0,3.0,4.0,1.4880906588402416,-0.26113849903874464,0.26165045159156713,0.2636891704526984
0,-0.1654055800960332,1,4.0,0,0,0,0,34.0,5.0,4.0,2.0,-0.8433014833044062,0.8923106079354886,0.048625342393763316,0.10407515814810919
0,0.33357038345253087,0,3.0,5,1,2,0,40.0,3.0,4.0,2.0,0.4360982460048836,0.6787998157934496,0.815515735505857,0.31409359539098974
0,1.082034328775377,1,2.0,3,0,0,0,45.0,5.0,2.0,4.0,-1.1570907391366292,-0.2709550871832062,0.5598856044684924,-0.3663661412759428
0,-0.040661589208892186,1,1.0,2,2,0,0,36.0,5.0,3.0,3.0,-0.8420069958071259,1.087415297306662,0.3894655171102494,-0.8494085469345677
0,-0.7891255345317383,1,4.0,0,0,0,0,30.0,6.0,3.0,2.0,-0.6665826285983384,0.3487170394359297,0.5172805826289317,-0.45457388491795264
1,0.33357038345253087,1,3.0,4,0,0,0,29.0,3.0,4.0,2.0,0.27799093305800077,-1.4268583411935547,-1.144315269113938,-1.6894822959060893
0,0.20882639256538985,0,4.0,5,0,1,0,40.0,5.0,1.0,2.0,-0.8287214338334858,1.3352841479543163,0.0060203205542025545,-0.3663661412759428
0,0.45831437433967187,0,0.0,2,0,2,0,46.0,4.0,1.0,3.0,-0.4323972345028653,-0.6182168927935339,0.21904542975200636,0.5451138763581579
1,0.45831437433967187,1,2.0,1,0,1,0,36.0,3.0,2.0,3.0,0.014896407688792503,-0.05253600096893651,-1.1869202909534988,-0.975419609280296
0,-0.1654055800960332,0,2.0,3,0,3,0,36.0,6.0,1.0,3.0,1.8832131635708238,-1.4268583411935547,0.5172805826289317,-0.16054807277791985
0,1.331522310549659,0,2.0,5,1,3,0,52.0,6.0,3.0,4.0,1.9094438329181778,-1.4268583411935547,0.048625342393763316,-0.5931860534982538
0,-0.29014957098317423,0,2.0,0,1,2,0,30.0,6.0,2.0,2.0,0.6312681754392232,-0.6906142303589378,-0.07918972312491897,-0.7359985908234121
0,0.45831437433967187,1,1.0,0,0,0,0,38.0,4.0,1.0,3.0,-0.7832740566103501,0.6763456687573343,0.47467556078937095,0.41070207652271484
0,-0.5396375527574563,0,2.0,5,0,1,0,37.0,6.0,2.0,3.0,-0.6419731669820338,1.332830000918201,0.6877006699871747,-0.7738019095271307
0,-1.1633575071931614,0,2.0,3,1,3,0,36.0,3.0,2.0,2.0,0.9263528637624772,0.28981751056916033,0.815515735505857,-0.13534586030877419
0,0.9572903378882359,0,2.0,2,0,2,0,34.0,5.0,1.0,4.0,0.17213008760647935,0.3781668038693144,-0.07918972312491897,-0.03873737917704959
0,-0.41489356187031523,0,3.0,0,2,3,0,36.0,4.0,1.0,0.0,0.010819383510820232,1.1855811787512776,-0.12179474496447973,-0.6813937971402633
0,0.7078023561139539,0,1.0,0,1,3,0,44.0,3.0,3.0,1.0,1.976912561144874,-1.4268583411935547,-1.144315269113938,0.7887352635598994
0,-0.040661589208892186,0,4.0,3,1,2,0,41.0,3.0,1.0,1.0,1.2599048456576756,0.7610137415033151,-0.24960981048316203,2.720904886194399
0,-0.41489356187031523,1,3.0,0,1,1,0,34.0,5.0,3.0,4.0,-0.7698865644146481,0.003909380861717453,0.645095648147614,0.44430502648157527
0,-0.040661589208892186,0,2.0,5,0,0,0,37.0,3.0,1.0,1.0,0.12369978360544949,-0.08689405947455196,0.6877006699871747,-0.3873679850002309
0,-0.1654055800960332,0,1.0,0,2,1,1,31.0,3.0,1.0,1.0,1.2455049687173776,1.3033802364848164,-0.5904499851996481,-0.4965775723665288
1,0.45831437433967187,1,1.0,3,0,0,0,37.0,2.0,2.0,3.0,-1.4098061967743918,-1.4268583411935547,-1.0591052254348166,-1.3996568525109143
0,1.082034328775377,1,4.0,2,2,1,0,43.0,5.0,3.0,2.0,-1.0925248786542279,0.4444287738444299,0.1764404079124456,0.43590428899186
0,0.5830583652268129,0,3.0,0,1,2,1,45.0,3.0,2.0,4.0,1.8583365478155385,-1.4268583411935547,-1.9112056622260318,-1.5928738147743642
0,0.20882639256538985,0,3.0,4,0,2,0,36.0,3.0,2.0,1.0,0.5222514246481683,-0.037811118752244174,0.5598856044684924,0.4275035515021448
0,-0.29014957098317423,0,4.0,0,0,2,0,38.0,3.0,1.0,3.0,-0.8607124846308543,0.4149790094110452,0.9859358228641001,-0.21935323520592642
0,0.45831437433967187,1,1.0,5,0,0,0,45.0,5.0,3.0,4.0,-1.2782787833267286,0.19042455560648708,0.1764404079124456,-0.7528000658028426
0,-0.040661589208892186,0,4.0,5,0,3,0,37.0,3.0,2.0,3.0,1.121791483871909,0.17079137931756394,0.048625342393763316,-0.429371672448807
1,0.7078023561139539,0,3.0,2,0,4,0,46.0,2.0,4.0,4.0,0.9597538352935913,-1.4268583411935547,-1.5703654875095456,-2.668168213457912
1,0.33357038345253087,0,1.0,0,1,4,0,36.0,6.0,2.0,4.0,1.702806281390334,-1.4268583411935547,-0.9312901599161342,-0.5007779411113864
0,1.082034328775377,1,2.0,0,2,0,0,49.0,5.0,1.0,4.0,-0.34514122664781055,1.0567384593552196,-0.03658470128535821,0.7131286261524624
0,0.33357038345253087,0,4.0,0,0,2,0,39.0,3.0,2.0,2.0,0.09153595442648658,1.1745375170887584,0.21904542975200636,0.15867995183125813
0,-0.7891255345317383,0,4.0,4,1,0,0,24.0,3.0,2.0,4.0,1.3264626018700014,0.035813292331217515,-0.12179474496447973,0.46950723895072094
1,-0.1654055800960332,1,3.0,5,1,0,0,35.0,3.0,2.0,6.0,-0.4707329160582426,1.6616857037576631,-0.7182650507183304,-0.6897945346299784
0,-0.29014957098317423,1,3.0,4,0,0,0,36.0,4.0,3.0,0.0,-1.0870901218229643,0.12416258563137154,-0.07918972312491897,0.3686983890741387
0,-0.6643815436445972,1,4.0,2,0,0,0,33.0,5.0,2.0,3.0,-0.6802144432191903,-0.41943098286818725,0.5172805826289317,1.317981725411958
1,0.08408240167824883,1,4.0,3,1,0,0,36.0,2.0,2.0,3.0,-0.9413457867353479,-1.4268583411935547,-1.357340378311742,-1.4164583274903448
0,-1.0386135163060204,0,1.0,0,0,3,0,36.0,3.0,3.0,4.0,1.7055684702961462,0.6235815074808534,0.048625342393763316,-0.5931860534982538
1,0.7078023561139539,0,4.0,0,0,2,0,36.0,4.0,1.0,3.0,0.5808342515242328,0.5671361256501993,-0.5904499851996481,-0.8914122343831438
1,0.20882639256538985,1,2.0,0,2,0,0,35.0,3.0,1.0,4.0,-0.7110583713094514,1.6580044832034901,-1.2721303346326203,-1.3114491088689044
1,-0.6643815436445972,1,2.0,5,2,0,0,28.0,4.0,2.0,2.0,-1.3974223793847464,-0.7838718177313226,-0.8034750943974519,-0.2907595038685058
0,0.832546347001095,0,3.0,2,1,2,0,36.0,6.0,2.0,2.0,0.24254850224961833,0.5450488023251608,0.3894655171102494,-0.7149967470991241
1,0.08408240167824883,0,4.0,0,2,3,0,28.0,6.0,1.0,3.0,0.5077945673293348,-1.4268583411935547,-0.7608700725578912,-0.824206334465422
0,-0.7891255345317383,0,3.0,0,0,2,0,29.0,6.0,3.0,2.0,0.7051725303406635,-1.4268583411935547,0.9433308010245394,0.5829171950618764
0,1.8304982740982232,0,0.0,5,1,1,0,49.0,6.0,1.0,4.0,-1.0102263823217073,-0.23046166108730226,0.8581207573454178,-0.18995065399192315
0,-0.1654055800960332,1,3.0,1,0,0,0,38.0,5.0,2.0,1.0,-0.6820699577549281,0.6984329920823727,0.8581207573454178,-0.3243624538273667
1,1.206778319662518,1,1.0,0,1,1,0,37.0,2.0,4.0,3.0,-0.9059775397301436,-1.4268583411935547,-0.8460801162370127,-0.4419727786833798
0,1.331522310549659,1,3.0,0,0,0,0,47.0,6.0,3.0,1.0,-0.04528286315101508,1.3831400151585664,0.1764404079124456,-0.12274475407420136
0,0.20882639256538985,0,2.0,0,0,1,0,41.0,5.0,2.0,4.0,-0.8001435119236867,0.28981751056916033,-0.973895181755695,0.8265385822636179
0,1.7057542832110821,0,1.0,0,1,3,0,55.0,6.0,2.0,1.0,0.8018904010080526,-1.4268583411935547,0.3042554734311279,-0.7570004345477003
0,0.33357038345253087,1,4.0,5,1,0,0,36.0,3.0,3.0,4.0,0.9341853316775942,0.8309569320326038,0.1764404079124456,-0.8914122343831438
1,0.45831437433967187,1,4.0,0,1,0,0,41.0,5.0,3.0,3.0,-0.8308531524944952,-1.4268583411935547,-1.0165002035952557,-1.4500612774492057
0,2.3294742376467874,0,1.0,4,1,1,0,56.0,5.0,2.0,2.0,-1.4134759101052936,-0.3629856010375333,0.1764404079124456,0.053670733209817856
0,1.331522310549659,0,2.0,0,1,4,0,44.0,5.0,1.0,2.0,0.031241936812025913,0.8849481668271424,0.7729107136662963,0.7299301011318928
0,0.5830583652268129,1,3.0,5,0,0,0,35.0,6.0,1.0,3.0,-0.6305850116290684,0.9193062253327577,0.5598856044684924,0.2552884329629832
0,-0.7891255345317383,1,5.0,0,1,0,0,29.0,3.0,2.0,4.0,-0.2778743539710369,1.6616857037576631,0.1764404079124456,0.053670733209817856
0,1.082034328775377,0,1.0,3,1,4,0,42.0,6.0,2.0,3.0,-0.4698185427431066,1.6616857037576631,0.3042554734311279,0.3686983890741387
0,0.7078023561139539,0,2.0,2,1,4,0,44.0,6.0,3.0,2.0,1.6805713250620642,0.8604066964659884,0.0060203205542025545,-0.18995065399192315
0,-0.29014957098317423,1,4.0,0,0,0,0,25.0,5.0,3.0,2.0,-1.3111802724626924,-0.1457935883413213,0.8581207573454178,-0.3243624538273667
0,0.33357038345253087,1,4.0,2,0,0,0,36.0,4.0,1.0,3.0,1.8245289836869925,-1.4268583411935547,-0.07918972312491897,-0.22775397269564165
0,0.33357038345253087,1,2.0,3,0,0,0,41.0,3.0,1.0,3.0,-1.0137641623317093,0.5340051406626416,0.13383538607288484,-0.7023956408645513
1,-0.5396375527574563,0,3.0,0,0,2,0,30.0,2.0,2.0,3.0,-0.030423386109843294,-1.4268583411935547,-1.1869202909534988,-0.7149967470991241
0,1.206778319662518,1,3.0,0,1,0,0,49.0,4.0,3.0,1.0,-0.8637887197360119,0.9622537984647771,0.9859358228641001,0.20068363927983426
0,1.7057542832110821,1,1.0,2,2,0,0,49.0,5.0,2.0,2.0,-1.4230764208064248,-1.4268583411935547,-0.24960981048316203,0.09567442065839397
0,0.45831437433967187,0,1.0,5,1,4,0,37.0,4.0,1.0,4.0,0.6237210986407418,0.7720574031658344,-0.20700478864360125,0.22168548300412233
0,-0.5396375527574563,0,3.0,0,0,3,0,34.0,6.0,3.0,0.0,-0.19060654703603797,1.3438736625807202,-0.42002989784140504,0.5073105576544394
0,2.3294742376467874,1,1.0,0,1,0,0,46.0,3.0,3.0,2.0,-1.426568661881111,-1.4268583411935547,-0.1643997668040405,-0.26555729139936013
0,-0.6643815436445972,1,3.0,3,1,0,0,36.0,4.0,2.0,4.0,-0.2766017052842851,0.5327780671445839,0.3042554734311279,-0.16054807277791985
1,1.331522310549659,1,3.0,2,1,0,0,51.0,3.0,0.0,3.0,-1.426568661881111,-1.4268583411935547,-1.144315269113938,-1.8700981519349664
0,0.20882639256538985,0,4.0,0,0,4,0,39.0,4.0,2.0,4.0,1.6284551899584372,0.23337212873850638,0.6024906263080533,-0.27815839763393296
0,0.08408240167824883,0,4.0,3,0,3,0,33.0,3.0,1.0,3.0,0.5195933878658505,1.4960307788198743,0.6877006699871747,0.9105459571607701
0,1.9552422649853642,1,0.0,0,2,0,0,56.0,3.0,1.0,1.0,-0.9570743064810517,0.6787998157934496,0.4320705389498102,-0.8914122343831438
0,-0.040661589208892186,0,4.0,5,0,3,0,38.0,5.0,1.0,2.0,1.765244428406927,-0.7127015536839764,-0.5478449633600874,0.08727368316867876
0,1.206778319662518,1,2.0,2,1,0,0,36.0,5.0,3.0,4.0,-0.8347009692292985,0.16588308524533316,0.3042554734311279,-0.6183882659673995
0,-0.6643815436445972,0,3.0,5,1,2,0,33.0,4.0,1.0,3.0,0.5659939467961501,-1.4268583411935547,1.1137508883827825,-0.6015867909879691
0,-0.41489356187031523,1,3.0,0,0,1,0,28.0,5.0,3.0,3.0,0.7670327357983596,0.5155990378917762,-0.20700478864360125,0.22168548300412233
0,-0.41489356187031523,0,3.0,0,1,4,0,30.0,4.0,2.0,3.0,0.8386173214585071,0.7401534916963344,0.815515735505857,0.15867995183125813
1,0.9572903378882359,0,3.0,0,1,1,0,44.0,6.0,3.0,3.0,0.009846372022682263,-1.4268583411935547,-0.5904499851996481,0.4569061327161481
0,-0.1654055800960332,1,4.0,0,1,0,0,40.0,3.0,2.0,1.0,-1.0162983207732423,-0.3912082919528603,0.5172805826289317,-0.45457388491795264
0,0.33357038345253087,0,4.0,2,0,2,0,34.0,5.0,3.0,2.0,0.9304823533548247,-0.3175838808693986,0.3894655171102494,0.5787168263170188
0,0.7078023561139539,1,2.0,0,0,0,0,45.0,3.0,1.0,2.0,1.810556451476474,1.143860679137316,-0.07918972312491897,0.5913179325515917
1,-0.040661589208892186,0,2.0,0,1,3,0,36.0,2.0,2.0,2.0,-0.08091949166207218,1.6616857037576631,-1.1017102472743772,-1.3408516900829077
0,-0.1654055800960332,1,2.0,0,0,0,0,28.0,6.0,2.0,3.0,-0.5919951178869838,1.3377382949904317,0.09123036423332408,0.2132847455144071
0,-0.41489356187031523,1,2.0,5,0,0,0,35.0,3.0,3.0,4.0,0.12212308948437511,0.47387853827781456,0.1764404079124456,0.641722357489883
0,0.33357038345253087,0,2.0,5,0,3,0,36.0,4.0,3.0,1.0,-0.33434830638821145,1.6580044832034901,0.7303056918267355,-0.8116052282308491
0,-1.6623334707417254,1,1.0,0,0,0,0,13.0,3.0,1.0,3.0,-0.5325524082111737,0.09839404175215996,0.0060203205542025545,-0.6897945346299784
0,0.7078023561139539,0,2.0,0,0,3,1,45.0,5.0,4.0,2.0,1.976912561144874,0.9512101368022579,-0.8034750943974519,-1.1518350965643154
0,-0.7891255345317383,1,2.0,2,0,0,0,28.0,3.0,2.0,2.0,-1.189998726571605,-0.1764704262927637,-0.07918972312491897,-0.22775397269564165
0,0.5830583652268129,0,3.0,0,0,2,0,36.0,4.0,3.0,4.0,0.10159076229857543,0.5143719643737185,-0.03658470128535821,-0.11854438532934375
0,-0.29014957098317423,1,3.0,1,2,0,0,31.0,3.0,2.0,1.0,0.45296565793734667,-1.4268583411935547,0.7303056918267355,-0.9292155530868623
1,1.9552422649853642,1,1.0,5,1,0,0,36.0,2.0,3.0,4.0,-1.1117666531934074,-1.4268583411935547,-0.8460801162370127,-1.9415044205975458
0,-0.1654055800960332,1,3.0,0,1,0,0,32.0,5.0,3.0,0.0,-0.9105650768216924,0.37080436276096823,0.9007257791849785,0.0326688894855298
0,1.082034328775377,1,1.0,2,1,0,0,36.0,3.0,3.0,0.0,-1.426568661881111,-0.4991907615419374,0.34686049527068863,-0.37896724751051564
1,1.082034328775377,0,3.0,0,1,1,1,45.0,2.0,3.0,1.0,1.2871325587321572,-1.4268583411935547,-0.6756600288787696,0.7257297323870352
0,0.20882639256538985,0,2.0,0,0,4,0,35.0,3.0,3.0,4.0,0.7166064720770514,0.6775727422753919,0.3894655171102494,0.2090843767695495
0,-1.0386135163060204,1,0.0,2,0,0,0,26.0,5.0,1.0,4.0,-0.9570743064810517,-1.4268583411935547,-0.07918972312491897,0.8265385822636179
0,0.7078023561139539,1,1.0,0,0,0,0,42.0,6.0,2.0,0.0,0.25964560200760617,-1.4268583411935547,0.9859358228641001,0.053670733209817856
0,0.45831437433967187,1,2.0,5,2,0,0,39.0,5.0,2.0,4.0,0.6191010557947005,-0.35439608641112946,1.1137508883827825,-0.2403550789302145
0,1.4562663014368,1,0.0,0,0,0,0,36.0,6.0,3.0,1.0,-0.23494121170894722,0.41375193589298753,-0.12179474496447973,0.9483492758644881
1,-0.5396375527574563,1,2.0,0,1,1,0,34.0,3.0,3.0,3.0,-0.8278699327762175,-1.4268583411935547,-0.5904499851996481,-0.7023956408645513
0,0.7078023561139539,0,2.0,5,1,4,0,46.0,4.0,2.0,4.0,1.976912561144874,-1.4268583411935547,0.9433308010245394,-0.026136272942476762
0,1.082034328775377,1,3.0,3,1,0,0,43.0,6.0,3.0,4.0,-1.160568626197101,-1.4268583411935547,0.7303056918267355,-0.43777240993852223
0,0.20882639256538985,0,3.0,3,2,2,0,39.0,4.0,3.0,2.0,0.9500043391966397,-0.06971503022174423,-0.7608700725578912,-0.38316761625537327
0,-0.6643815436445972,0,4.0,0,0,3,1,31.0,5.0,2.0,2.0,1.976912561144874,0.33153801018312196,-0.33481985416228355,-0.15214733528820465
0,0.20882639256538985,1,2.0,2,0,1,0,36.0,3.0,3.0,4.0,-1.3172113765792963,-1.4268583411935547,0.47467556078937095,-0.2529561851647873
0,0.45831437433967187,1,1.0,0,0,0,0,41.0,4.0,2.0,3.0,0.48704690120655847,-0.5863129813240338,-0.07918972312491897,0.8265385822636179
1,0.832546347001095,1,3.0,5,1,1,0,47.0,1.0,3.0,4.0,-1.2388362794884893,-1.4268583411935547,-0.8034750943974519,-0.7528000658028426
0,-0.040661589208892186,0,3.0,1,0,4,0,36.0,6.0,1.0,2.0,-1.426568661881111,-0.3899812184348026,0.09123036423332408,0.2132847455144071
0,0.45831437433967187,1,4.0,0,0,0,0,36.0,6.0,2.0,2.0,-0.8637887197360119,0.9634808719828348,0.1764404079124456,-0.2907595038685058
0,0.08408240167824883,0,4.0,2,0,3,0,40.0,5.0,2.0,4.0,1.4521809876388603,0.7156120213351804,0.1764404079124456,0.23848695798355277
0,2.3294742376467874,1,0.0,0,2,0,0,50.0,3.0,3.0,3.0,0.33997596820631804,0.9696162395731233,-0.07918972312491897,-0.22775397269564165
1,0.08408240167824883,1,4.0,0,2,0,0,42.0,1.0,3.0,3.0,0.06616283835399113,1.6616857037576631,-0.9312901599161342,-1.1728369402886036
0,0.7078023561139539,0,3.0,2,1,3,0,40.0,6.0,3.0,2.0,1.976912561144874,0.7291098300338151,0.6877006699871747,-0.2487558164199297
0,0.7078023561139539,1,0.0,0,0,0,0,37.0,6.0,2.0,2.0,0.3571471355345788,1.4849871171573552,0.6877006699871747,-0.3873679850002309
1,-0.29014957098317423,1,4.0,0,0,0,0,31.0,3.0,3.0,4.0,-0.9793915360633325,-1.4268583411935547,-0.973895181755695,-0.6561915846711176
0,-1.4128454889674433,1,1.0,5,1,0,0,26.0,3.0,3.0,2.0,-0.9769431046576038,0.8223674174061999,0.3042554734311279,0.5619153513375884
1,0.45831437433967187,0,2.0,3,1,3,0,44.0,5.0,2.0,4.0,-0.4759291598479694,-1.4268583411935547,-1.0165002035952557,-1.0426255091980177
1,0.7078023561139539,1,3.0,5,0,1,0,47.0,2.0,2.0,3.0,0.4133652049090172,-1.2624304897738237,-1.144315269113938,-1.6894822959060893
1,-0.6643815436445972,0,3.0,0,0,3,0,22.0,3.0,3.0,4.0,1.4210911453154913,-1.4268583411935547,-0.973895181755695,-0.40836982872451894
0,1.9552422649853642,1,0.0,5,1,0,0,50.0,6.0,2.0,2.0,1.3272027856801063,-1.4268583411935547,0.9433308010245394,1.112163656913935
0,0.33357038345253087,0,3.0,0,0,2,0,36.0,6.0,2.0,4.0,1.2682362849272468,-0.6378500690824569,0.6024906263080533,-0.27815839763393296
0,-0.41489356187031523,0,2.0,5,1,3,0,36.0,6.0,2.0,0.0,1.0418667737160379,-1.4268583411935547,0.13383538607288484,-0.05133848541162243
0,-0.29014957098317423,0,4.0,0,1,3,0,38.0,5.0,3.0,4.0,-0.34867247050944367,1.0567384593552196,0.048625342393763316,-0.08494143537048332
0,-0.41489356187031523,1,3.0,4,2,0,0,33.0,6.0,3.0,2.0,0.05502193425056865,-1.4268583411935547,0.34686049527068863,-0.37896724751051564
0,0.9572903378882359,0,1.0,2,1,4,0,36.0,5.0,1.0,2.0,1.976912561144874,-1.4268583411935547,0.09123036423332408,1.6036068000622756
0,1.082034328775377,1,0.0,0,0,0,0,40.0,4.0,3.0,4.0,-1.3723683876100896,-0.537230040601726,0.3042554734311279,0.007466677016384131
1,0.33357038345253087,0,3.0,2,0,2,0,41.0,3.0,4.0,4.0,1.2839963610215106,-1.4268583411935547,-1.4851554438304242,-0.8914122343831438
0,-0.1654055800960332,1,4.0,0,0,0,0,36.0,6.0,1.0,2.0,0.10087568331765501,-1.4268583411935547,0.5598856044684924,0.6081194075310221
0,1.206778319662518,1,3.0,1,1,0,0,42.0,3.0,2.0,2.0,-0.8389925946558766,0.564681978614084,-0.20700478864360125,-0.37896724751051564
0,0.33357038345253087,1,4.0,2,1,0,0,44.0,4.0,2.0,2.0,-0.7686777755630663,-1.4268583411935547,0.6877006699871747,0.7215293636421776
1,0.832546347001095,0,0.0,5,1,4,1,44.0,2.0,4.0,4.0,1.976912561144874,1.3917295297849703,-0.9312901599161342,-0.7401989595682698
0,0.33357038345253087,0,2.0,5,0,3,0,40.0,4.0,2.0,0.0,0.9706070612099424,0.624808580998911,0.4320705389498102,-1.2484435776960405
0,-0.040661589208892186,0,1.0,5,1,1,0,33.0,6.0,4.0,3.0,-1.2705305522664971,-0.4476536737835142,0.048625342393763316,-0.7443993283131274
0,0.33357038345253087,0,3.0,2,0,4,0,37.0,6.0,3.0,3.0,0.37736804447170275,0.5892234489752379,0.0060203205542025545,0.3939006015432844
0,-1.2881014980803023,1,3.0,5,1,0,0,31.0,4.0,2.0,3.0,-0.6724561910793461,1.131589943956739,0.645095648147614,0.6207205137655949
0,1.331522310549659,0,3.0,0,2,3,1,36.0,6.0,3.0,4.0,1.976912561144874,0.2714114077982949,0.1764404079124456,-0.45037351617309507
0,0.7078023561139539,1,2.0,0,1,1,0,45.0,3.0,1.0,3.0,-0.4817667125709466,0.4873763469764492,-0.2922148323227228,0.6669245699590287
0,0.7078023561139539,0,2.0,0,1,3,0,36.0,6.0,2.0,2.0,1.1551213875284614,-0.003453060246628716,-0.24960981048316203,-0.30756097884793626
